path,response_code
https://www.mesplaques.fr/sitemap_index.xml,200
https://www.mesplaques.fr/page-sitemap.xml,200
https://www.mesplaques.fr/product_cat-sitemap.xml,200
https://www.mesplaques.fr/category-sitemap.xml,200
https://www.mesplaques.fr/product-sitemap.xml,200
https://www.mesplaques.fr/post-sitemap.xml,200
